,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Epochs_Interval
0,Single Session,Open Set,erpcore n400,siamese,4,session_1,0.01666666666666672,0.033333333333333326,0.23333333333333328,0.03330350929515856,2400,1.4
1,Single Session,Open Set,erpcore n400,siamese,8,session_1,0.01666666666666672,0.033333333333333326,0.2833333333333333,0.016666666666712526,2400,1.4
2,Single Session,Open Set,erpcore n400,siamese,12,session_1,0.0,0.0,0.050000000000000044,0.007456009543692217,2400,1.4
3,Single Session,Open Set,erpcore n400,siamese,16,session_1,0.0,0.01666666666666672,0.050000000000000044,0.016666666666712526,2400,1.4
4,Single Session,Open Set,erpcore n400,siamese,20,session_1,0.0,0.01666666666666672,0.01666666666666672,0.016666666666712526,2400,1.4
5,Single Session,Open Set,erpcore n400,siamese,25,session_1,0.0,0.18333333333333335,0.4833333333333333,0.050004970673029135,2400,1.4
6,Single Session,Open Set,erpcore n400,siamese,29,session_1,0.01666666666666672,0.06666666666666665,0.3833333333333333,0.027736355502535046,2400,1.4
7,Single Session,Open Set,erpcore n400,siamese,33,session_1,0.0,0.0,0.01666666666666672,0.0018888557510686951,2400,1.4
8,Single Session,Open Set,erpcore n400,siamese,37,session_1,0.0,0.0,0.033333333333333326,0.0018945059327948946,2400,1.4
9,Single Session,Open Set,erpcore n400,siamese,40,session_1,0.01666666666666672,0.08333333333333337,0.35,0.03333333333333331,2400,1.4
10,Single Session,Open Set,erpcore n400,siamese,3,session_1,0.0,0.0,0.6666666666666667,0.009245451834178348,2400,1.4
11,Single Session,Open Set,erpcore n400,siamese,7,session_1,0.0,0.0,0.4,0.00377771150213739,2400,1.4
12,Single Session,Open Set,erpcore n400,siamese,11,session_1,0.050000000000000044,0.06666666666666665,0.09999999999999998,0.05000000000000007,2400,1.4
13,Single Session,Open Set,erpcore n400,siamese,15,session_1,0.01666666666666672,0.033333333333333326,0.1166666666666667,0.025946913212048915,2400,1.4
14,Single Session,Open Set,erpcore n400,siamese,21,session_1,0.033333333333333326,0.21666666666666667,0.35,0.06666666666666655,2400,1.4
15,Single Session,Open Set,erpcore n400,siamese,24,session_1,0.0,0.01666666666666672,0.15000000000000002,0.016666666666666753,2400,1.4
16,Single Session,Open Set,erpcore n400,siamese,28,session_1,0.0,0.033333333333333326,0.050000000000000044,0.014856914946654703,2400,1.4
17,Single Session,Open Set,erpcore n400,siamese,32,session_1,0.01666666666666672,0.08333333333333337,0.1333333333333333,0.03333333333333331,2400,1.4
18,Single Session,Open Set,erpcore n400,siamese,36,session_1,0.0,0.01666666666666672,0.01666666666666672,0.016602047917288,2400,1.4
19,Single Session,Open Set,erpcore n400,siamese,39,session_1,0.0,0.0,0.1166666666666667,0.0018985625169514512,2400,1.4
20,Single Session,Open Set,erpcore n400,siamese,2,session_1,0.0,0.0,0.06666666666666665,0.00377771150213739,2400,1.4
21,Single Session,Open Set,erpcore n400,siamese,6,session_1,0.0,0.0,0.0,0.0001,2400,1.4
22,Single Session,Open Set,erpcore n400,siamese,10,session_1,0.050000000000000044,0.19999999999999996,0.4666666666666667,0.06666666666664656,2400,1.4
23,Single Session,Open Set,erpcore n400,siamese,14,session_1,0.0,0.0,0.0,0.0001,2400,1.4
24,Single Session,Open Set,erpcore n400,siamese,18,session_1,0.0,0.1333333333333333,0.3833333333333333,0.033402922755741124,2400,1.4
25,Single Session,Open Set,erpcore n400,siamese,23,session_1,0.0,0.01666666666666672,0.23333333333333328,0.01481260562680187,2400,1.4
26,Single Session,Open Set,erpcore n400,siamese,27,session_1,0.0,0.0,0.0,0.0001,2400,1.4
27,Single Session,Open Set,erpcore n400,siamese,30,session_1,0.0,0.0,0.01666666666666672,0.0018888557510686951,2400,1.4
28,Single Session,Open Set,erpcore n400,siamese,31,session_1,0.0,0.0,0.0,0.0001,2400,1.4
29,Single Session,Open Set,erpcore n400,siamese,35,session_1,0.0,0.01666666666666672,0.08333333333333337,0.01666666666666666,2400,1.4
30,Single Session,Open Set,erpcore n400,siamese,1,session_1,0.033333333333333326,0.1166666666666667,0.19999999999999996,0.07592241407991483,2400,1.4
31,Single Session,Open Set,erpcore n400,siamese,5,session_1,0.0,0.0,0.050000000000000044,0.001896396845992614,2400,1.4
32,Single Session,Open Set,erpcore n400,siamese,9,session_1,0.0,0.0,0.0,0.0001,2400,1.4
33,Single Session,Open Set,erpcore n400,siamese,13,session_1,0.0,0.1166666666666667,0.16666666666666663,0.04990555721244657,2400,1.4
34,Single Session,Open Set,erpcore n400,siamese,17,session_1,0.0,0.0,0.0,0.0001,2400,1.4
35,Single Session,Open Set,erpcore n400,siamese,19,session_1,0.0,0.0,0.0,0.0001,2400,1.4
36,Single Session,Open Set,erpcore n400,siamese,22,session_1,0.0,0.0,0.0,0.0001,2400,1.4
37,Single Session,Open Set,erpcore n400,siamese,26,session_1,0.0,0.01666666666666672,0.1166666666666667,0.016666666666712526,2400,1.4
38,Single Session,Open Set,erpcore n400,siamese,34,session_1,0.0,0.0,0.0,0.0001,2400,1.4
39,Single Session,Open Set,erpcore n400,siamese,38,session_1,0.0,0.01666666666666672,0.08333333333333337,0.01481260562680187,2400,1.4
