,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,AR_order
0,Single Session,Open Set,COG-BCI Flanker,AR+SVM,1,session_1,0.25,0.35,0.35,0.04529317361437536,4272,1
1,Single Session,Open Set,COG-BCI Flanker,AR+SVM,1,session_2,0.5249999999999999,0.7,0.7,0.1568851303382696,4272,1
2,Single Session,Open Set,COG-BCI Flanker,AR+SVM,1,session_3,0.375,0.4464285714285714,0.4464285714285714,0.1341893410999457,4272,1
3,Single Session,Open Set,COG-BCI Flanker,AR+SVM,2,session_1,0.5714285714285715,0.7321428571428572,0.7321428571428572,0.10791793495415802,4272,1
4,Single Session,Open Set,COG-BCI Flanker,AR+SVM,2,session_2,0.0,0.0,0.0,1e-05,4272,1
5,Single Session,Open Set,COG-BCI Flanker,AR+SVM,2,session_3,0.0,0.2857142857142857,0.2857142857142857,0.0013724590524568526,4272,1
6,Single Session,Open Set,COG-BCI Flanker,AR+SVM,3,session_1,0.5208333333333334,0.7083333333333334,0.7083333333333334,0.11995430502644708,4272,1
7,Single Session,Open Set,COG-BCI Flanker,AR+SVM,3,session_2,0.9333333333333333,0.95,0.95,0.1774925013604337,4272,1
8,Single Session,Open Set,COG-BCI Flanker,AR+SVM,3,session_3,0.26785714285714285,0.5714285714285715,0.5714285714285715,0.09026974632265389,4272,1
9,Single Session,Open Set,COG-BCI Flanker,AR+SVM,4,session_1,0.75,0.90625,0.90625,0.2369834111612187,4272,1
10,Single Session,Open Set,COG-BCI Flanker,AR+SVM,4,session_2,0.4285714285714286,0.6785714285714286,0.6785714285714286,0.12638999787168084,4272,1
11,Single Session,Open Set,COG-BCI Flanker,AR+SVM,4,session_3,0.17307692307692307,0.36538461538461536,0.36538461538461536,0.06537215564132304,4272,1
12,Single Session,Open Set,COG-BCI Flanker,AR+SVM,5,session_1,0.0,0.0,0.0,1e-05,4272,1
13,Single Session,Open Set,COG-BCI Flanker,AR+SVM,5,session_2,0.525,0.8909249092490925,0.8990924909249093,0.11875931166195043,4272,1
