,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Rejection_Threshold
0,Single Session,Open Set,Spot Pilot P300 dataset,siamese,1,session_1,0.0,0.0,0.0,0.0001,11344,350
1,Single Session,Open Set,Spot Pilot P300 dataset,siamese,4,session_1,0.0,0.0,0.0,0.0001,11344,350
2,Single Session,Open Set,Spot Pilot P300 dataset,siamese,9,session_1,0.0,0.0,0.0,0.0001,11344,350
3,Single Session,Open Set,Spot Pilot P300 dataset,siamese,2,session_1,0.0,0.0,0.0,0.0001,11344,350
4,Single Session,Open Set,Spot Pilot P300 dataset,siamese,3,session_1,0.0,0.0,0.0,0.0001,11344,350
5,Single Session,Open Set,Spot Pilot P300 dataset,siamese,12,session_1,0.0,0.0,0.0,0.0001,11344,350
6,Single Session,Open Set,Spot Pilot P300 dataset,siamese,13,session_1,0.0,0.0,0.0,0.0001,11344,350
7,Single Session,Open Set,Spot Pilot P300 dataset,siamese,7,session_1,0.0,0.0,0.0011325028312570984,0.0011325028312612468,11344,350
8,Single Session,Open Set,Spot Pilot P300 dataset,siamese,8,session_1,0.0,0.0,0.0,0.0001,11344,350
9,Single Session,Open Set,Spot Pilot P300 dataset,siamese,10,session_1,0.0,0.0,0.0,0.0001,11344,350
10,Single Session,Open Set,Spot Pilot P300 dataset,siamese,5,session_1,0.0,0.0,0.0,0.0001,11344,350
11,Single Session,Open Set,Spot Pilot P300 dataset,siamese,6,session_1,0.0011111111111110628,0.0022222222222222365,0.00666666666666671,0.0033333333335845046,11344,350
12,Single Session,Open Set,Spot Pilot P300 dataset,siamese,11,session_1,0.0,0.0022296544035674826,0.11817168338907469,0.003972242163196936,11344,350
