,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,AR_PSD_order
0,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,1,session_1,0.0,0.003968253968253954,0.008928571428571397,0.0022339463660492743,13102,1
1,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,2,session_1,0.011904761904761918,0.027777777777777762,0.04464285714285715,0.010997663721209968,13102,1
2,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,3,session_1,0.0009920634920634885,0.001984126984126977,0.003968253968253954,0.0014110244500589277,13102,1
3,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,4,session_1,0.013888888888888895,0.01785714285714285,0.02281746031746032,0.011739462520517977,13102,1
4,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,5,session_1,0.01190476190476189,0.01686507936507936,0.023809523809523836,0.009265830429066046,13102,1
5,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,6,session_1,0.004960317460317443,0.004960317460317443,0.007936507936507936,0.005047604644484775,13102,1
6,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,7,session_1,0.005952380952380931,0.01190476190476189,0.012896825396825379,0.007108764144853627,13102,1
7,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,8,session_1,0.0,0.0,0.0,1e-05,13102,1
8,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,9,session_1,0.0029761904761904656,0.004960317460317443,0.008928571428571425,0.004136231476850037,13102,1
9,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,10,session_1,0.0009920634920634885,0.0029761904761904656,0.0029761904761904656,0.0013287310066020046,13102,1
10,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,11,session_1,0.012896825396825407,0.015873015873015872,0.02182539682539683,0.011988391280745206,13102,1
11,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,12,session_1,0.0009920634920634885,0.001984126984126977,0.001984126984126977,0.0013287310066020046,13102,1
12,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,13,session_1,0.004960317460317443,0.00694444444444442,0.00694444444444442,0.005375169039995339,13102,1
