,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples
0,Single Session,Close Set,Lee2019_ERP,siamese,1,session_1,0.0,0.0,0.0,1e-05,5400
1,Single Session,Close Set,Lee2019_ERP,siamese,2,session_1,0.0,0.0,0.0,1e-05,5400
2,Single Session,Close Set,Lee2019_ERP,siamese,3,session_1,0.0,0.0,0.0,1e-05,5400
3,Single Session,Close Set,Lee2019_ERP,siamese,4,session_1,0.0,0.0,0.07999999999999996,0.0007599126100498443,5400
4,Single Session,Close Set,Lee2019_ERP,siamese,5,session_1,0.0,0.0,0.0,1e-05,5400
5,Single Session,Close Set,Lee2019_ERP,siamese,6,session_1,0.0,0.040000000000000036,0.040000000000000036,0.0015096376869551307,5400
6,Single Session,Close Set,Lee2019_ERP,siamese,7,session_1,0.0,0.0,0.0,1e-05,5400
7,Single Session,Close Set,Lee2019_ERP,siamese,8,session_1,0.07999999999999996,0.07999999999999996,0.07999999999999996,0.013586739182596176,5400
8,Single Session,Close Set,Lee2019_ERP,siamese,9,session_1,0.0,0.0,0.0,1e-05,5400
9,Single Session,Close Set,Lee2019_ERP,siamese,10,session_1,0.0,0.0,0.0,1e-05,5400
10,Single Session,Close Set,Lee2019_ERP,siamese,11,session_1,0.0,0.0,0.0,1e-05,5400
11,Single Session,Close Set,Lee2019_ERP,siamese,12,session_1,0.0,0.0,0.0,1e-05,5400
12,Single Session,Close Set,Lee2019_ERP,siamese,13,session_1,0.0,0.0,0.0,1e-05,5400
13,Single Session,Close Set,Lee2019_ERP,siamese,14,session_1,0.0,0.040000000000000036,0.040000000000000036,0.0045289130608653924,5400
14,Single Session,Close Set,Lee2019_ERP,siamese,15,session_1,0.0,0.0,0.0,1e-05,5400
15,Single Session,Close Set,Lee2019_ERP,siamese,16,session_1,0.0,0.16000000000000003,0.36,0.0045289130608653924,5400
16,Single Session,Close Set,Lee2019_ERP,siamese,17,session_1,0.0,0.0,0.040000000000000036,0.0007598176437654963,5400
17,Single Session,Close Set,Lee2019_ERP,siamese,18,session_1,0.0,0.040000000000000036,0.16000000000000003,0.0030192753739102613,5400
18,Single Session,Close Set,Lee2019_ERP,siamese,19,session_1,0.0,0.0,0.0,1e-05,5400
19,Single Session,Close Set,Lee2019_ERP,siamese,20,session_1,0.0,0.0,0.0,1e-05,5400
20,Single Session,Close Set,Lee2019_ERP,siamese,21,session_1,0.0,0.0,0.0,1e-05,5400
21,Single Session,Close Set,Lee2019_ERP,siamese,22,session_1,0.0,0.0,0.040000000000000036,0.0007598176437654963,5400
22,Single Session,Close Set,Lee2019_ERP,siamese,23,session_1,0.0,0.0,0.0,1e-05,5400
23,Single Session,Close Set,Lee2019_ERP,siamese,24,session_1,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.026413660721426858,5400
24,Single Session,Close Set,Lee2019_ERP,siamese,25,session_1,0.040000000000000036,0.040000000000000036,0.07999999999999996,0.012836919139406542,5400
25,Single Session,Close Set,Lee2019_ERP,siamese,26,session_1,0.0,0.040000000000000036,0.040000000000000036,0.003779093017675758,5400
26,Single Session,Close Set,Lee2019_ERP,siamese,27,session_1,0.0,0.0,0.0,1e-05,5400
27,Single Session,Close Set,Lee2019_ERP,siamese,28,session_1,0.0,0.0,0.0,1e-05,5400
28,Single Session,Close Set,Lee2019_ERP,siamese,29,session_1,0.040000000000000036,0.07999999999999996,0.07999999999999996,0.012077101495641045,5400
29,Single Session,Close Set,Lee2019_ERP,siamese,30,session_1,0.0,0.0,0.0,1e-05,5400
30,Single Session,Close Set,Lee2019_ERP,siamese,31,session_1,0.0,0.0,0.0,1e-05,5400
31,Single Session,Close Set,Lee2019_ERP,siamese,32,session_1,0.0,0.0,0.0,1e-05,5400
32,Single Session,Close Set,Lee2019_ERP,siamese,33,session_1,0.0,0.0,0.0,1e-05,5400
33,Single Session,Close Set,Lee2019_ERP,siamese,34,session_1,0.0,0.0,0.0,1e-05,5400
34,Single Session,Close Set,Lee2019_ERP,siamese,35,session_1,0.0,0.0,0.0,1e-05,5400
35,Single Session,Close Set,Lee2019_ERP,siamese,36,session_1,0.0,0.0,0.0,1e-05,5400
36,Single Session,Close Set,Lee2019_ERP,siamese,37,session_1,0.0,0.0,0.0,1e-05,5400
37,Single Session,Close Set,Lee2019_ERP,siamese,38,session_1,0.0,0.0,0.0,1e-05,5400
38,Single Session,Close Set,Lee2019_ERP,siamese,39,session_1,0.0,0.0,0.0,1e-05,5400
39,Single Session,Close Set,Lee2019_ERP,siamese,40,session_1,0.0,0.0,0.0,1e-05,5400
40,Single Session,Close Set,Lee2019_ERP,siamese,41,session_1,0.0,0.0,0.0,1e-05,5400
41,Single Session,Close Set,Lee2019_ERP,siamese,42,session_1,0.0,0.0,0.0,1e-05,5400
42,Single Session,Close Set,Lee2019_ERP,siamese,43,session_1,0.0,0.0,0.0,1e-05,5400
43,Single Session,Close Set,Lee2019_ERP,siamese,44,session_1,0.0,0.0,0.0,1e-05,5400
44,Single Session,Close Set,Lee2019_ERP,siamese,45,session_1,0.0,0.0,0.16000000000000003,0.00075996010209464,5400
45,Single Session,Close Set,Lee2019_ERP,siamese,46,session_1,0.0,0.0,0.0,1e-05,5400
46,Single Session,Close Set,Lee2019_ERP,siamese,47,session_1,0.0,0.040000000000000036,0.040000000000000036,0.0030192753739102613,5400
47,Single Session,Close Set,Lee2019_ERP,siamese,48,session_1,0.0,0.0,0.0,1e-05,5400
48,Single Session,Close Set,Lee2019_ERP,siamese,49,session_1,0.0,0.07999999999999996,0.07999999999999996,0.00981764376549628,5400
49,Single Session,Close Set,Lee2019_ERP,siamese,50,session_1,0.040000000000000036,0.07999999999999996,0.07999999999999996,0.010567463808685916,5400
50,Single Session,Close Set,Lee2019_ERP,siamese,51,session_1,0.0,0.0,0.040000000000000036,0.0007598176437654963,5400
51,Single Session,Close Set,Lee2019_ERP,siamese,52,session_1,0.0,0.0,0.0,1e-05,5400
52,Single Session,Close Set,Lee2019_ERP,siamese,53,session_1,0.0,0.0,0.0,1e-05,5400
53,Single Session,Close Set,Lee2019_ERP,siamese,54,session_1,0.0,0.0,0.0,1e-05,5400
54,Single Session,Close Set,Lee2019_ERP,siamese,1,session_2,0.040000000000000036,0.07999999999999996,0.07999999999999996,0.013586739182596176,5400
55,Single Session,Close Set,Lee2019_ERP,siamese,2,session_2,0.0,0.0,0.0,1e-05,5400
56,Single Session,Close Set,Lee2019_ERP,siamese,3,session_2,0.0,0.0,0.0,1e-05,5400
57,Single Session,Close Set,Lee2019_ERP,siamese,4,session_2,0.0,0.0,0.0,1e-05,5400
58,Single Session,Close Set,Lee2019_ERP,siamese,5,session_2,0.0,0.16000000000000003,0.24,0.007548188434775654,5400
59,Single Session,Close Set,Lee2019_ERP,siamese,6,session_2,0.07999999999999996,0.16000000000000003,0.19999999999999996,0.029432936095337116,5400
60,Single Session,Close Set,Lee2019_ERP,siamese,7,session_2,0.0,0.0,0.0,1e-05,5400
61,Single Session,Close Set,Lee2019_ERP,siamese,8,session_2,0.0,0.0,0.040000000000000036,0.0007598176437654963,5400
62,Single Session,Close Set,Lee2019_ERP,siamese,9,session_2,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,5400
63,Single Session,Close Set,Lee2019_ERP,siamese,10,session_2,0.0,0.0,0.0,1e-05,5400
64,Single Session,Close Set,Lee2019_ERP,siamese,11,session_2,0.0,0.040000000000000036,0.040000000000000036,0.0030192753739102613,5400
65,Single Session,Close Set,Lee2019_ERP,siamese,12,session_2,0.0,0.0,0.07999999999999996,0.0007599126100498443,5400
66,Single Session,Close Set,Lee2019_ERP,siamese,13,session_2,0.0,0.0,0.0,1e-05,5400
67,Single Session,Close Set,Lee2019_ERP,siamese,14,session_2,0.0,0.56,0.92,0.009057826121730785,5400
68,Single Session,Close Set,Lee2019_ERP,siamese,15,session_2,0.0,0.0,0.0,1e-05,5400
69,Single Session,Close Set,Lee2019_ERP,siamese,16,session_2,0.07999999999999996,0.16000000000000003,0.16000000000000003,0.059625689834439735,5400
