,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Rejection_Threshold
0,Single Session,Open Set,won 2022,siamese,3,session_1,0.0,0.04500000000000004,0.12,0.020000000000000073,11000,250
1,Single Session,Open Set,won 2022,siamese,7,session_1,0.010000000000000009,0.19999999999999996,0.5900000000000001,0.035000000000000045,11000,250
2,Single Session,Open Set,won 2022,siamese,11,session_1,0.0,0.040000000000000036,0.14,0.025000000000382997,11000,250
3,Single Session,Open Set,won 2022,siamese,15,session_1,0.0,0.0,0.025000000000000022,0.0030395136778115514,11000,250
4,Single Session,Open Set,won 2022,siamese,19,session_1,0.0,0.015000000000000013,0.07499999999999996,0.013432689479360724,11000,250
5,Single Session,Open Set,won 2022,siamese,23,session_1,0.010000000000000009,0.03500000000000003,0.06999999999999995,0.015000000000087565,11000,250
6,Single Session,Open Set,won 2022,siamese,31,session_1,0.010000000000000009,0.07499999999999996,0.275,0.03235611334444553,11000,250
7,Single Session,Open Set,won 2022,siamese,35,session_1,0.0,0.0,0.010000000000000009,0.005000000000010907,11000,250
8,Single Session,Open Set,won 2022,siamese,39,session_1,0.0,0.0,0.0,0.0001,11000,250
9,Single Session,Open Set,won 2022,siamese,43,session_1,0.015000000000000013,0.06000000000000005,0.235,0.030000000000000148,11000,250
10,Single Session,Open Set,won 2022,siamese,47,session_1,0.010000000000000009,0.06000000000000005,0.44999999999999996,0.02578684184723993,11000,250
11,Single Session,Open Set,won 2022,siamese,51,session_1,0.010000000000000009,0.20999999999999996,0.375,0.05500000000000008,11000,250
12,Single Session,Open Set,won 2022,siamese,54,session_1,0.0,0.0,0.0050000000000000044,0.0015687812530640257,11000,250
13,Single Session,Open Set,won 2022,siamese,55,session_1,0.015000000000000013,0.32499999999999996,0.5549999999999999,0.06235905480929503,11000,250
14,Single Session,Open Set,won 2022,siamese,2,session_1,0.0,0.0,0.0,0.0001,11000,250
15,Single Session,Open Set,won 2022,siamese,6,session_1,0.0,0.0,0.0,0.000392195313266007,11000,250
16,Single Session,Open Set,won 2022,siamese,10,session_1,0.0,0.0,0.015000000000000013,0.00421609961760957,11000,250
17,Single Session,Open Set,won 2022,siamese,13,session_1,0.0050000000000000044,0.010000000000000009,0.08499999999999996,0.01000000000009519,11000,250
18,Single Session,Open Set,won 2022,siamese,14,session_1,0.010000000000000009,0.025000000000000022,0.05500000000000005,0.020786351603098344,11000,250
19,Single Session,Open Set,won 2022,siamese,18,session_1,0.0,0.025000000000000022,0.125,0.015000000000000083,11000,250
20,Single Session,Open Set,won 2022,siamese,22,session_1,0.0050000000000000044,0.010000000000000009,0.025000000000000022,0.010000000000396359,11000,250
21,Single Session,Open Set,won 2022,siamese,30,session_1,0.0,0.0,0.0050000000000000044,0.00117658593979802,11000,250
22,Single Session,Open Set,won 2022,siamese,34,session_1,0.0,0.0,0.0050000000000000044,0.001960976566330032,11000,250
23,Single Session,Open Set,won 2022,siamese,38,session_1,0.0,0.0,0.015000000000000013,0.0026473183645455427,11000,250
24,Single Session,Open Set,won 2022,siamese,41,session_1,0.0,0.015000000000000013,0.16500000000000004,0.011177566428081183,11000,250
25,Single Session,Open Set,won 2022,siamese,42,session_1,0.0,0.020000000000000018,0.08999999999999997,0.011961957054613198,11000,250
26,Single Session,Open Set,won 2022,siamese,46,session_1,0.0,0.0,0.025000000000000022,0.0049999999999999845,11000,250
