,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Epochs_Interval
0,Single Session,Open Set,erpcore p300,siamese,6,session_1,0.0,0.0,0.0,0.0001,1346,1.4
1,Single Session,Open Set,erpcore p300,siamese,14,session_1,0.0,0.033333333333333326,0.06666666666666665,0.03333333333333333,1346,1.4
2,Single Session,Open Set,erpcore p300,siamese,16,session_1,0.0,0.07692307692307687,0.10256410256410253,0.020721259214983065,1346,1.4
3,Single Session,Open Set,erpcore p300,siamese,18,session_1,0.0,0.0,0.06060606060606055,0.006778309409888357,1346,1.4
4,Single Session,Open Set,erpcore p300,siamese,20,session_1,0.052631578947368474,0.1842105263157895,0.3157894736842105,0.06894490385573379,1346,1.4
5,Single Session,Open Set,erpcore p300,siamese,24,session_1,0.11428571428571432,0.8571428571428572,1.0,0.11428571428571434,1346,1.4
6,Single Session,Open Set,erpcore p300,siamese,26,session_1,0.052631578947368474,0.736842105263158,1.0,0.08614493910960272,1346,1.4
7,Single Session,Open Set,erpcore p300,siamese,29,session_1,0.0,0.43243243243243246,0.6756756756756757,0.054054054054054015,1346,1.4
8,Single Session,Open Set,erpcore p300,siamese,30,session_1,0.0,0.030303030303030276,0.21212121212121215,0.013556618819776715,1346,1.4
9,Single Session,Open Set,erpcore p300,siamese,33,session_1,0.025000000000000022,0.32499999999999996,0.55,0.059069628449048714,1346,1.4
10,Single Session,Open Set,erpcore p300,siamese,1,session_1,0.0,0.05714285714285716,0.3142857142857143,0.0285714285714386,1346,1.4
11,Single Session,Open Set,erpcore p300,siamese,3,session_1,0.09090909090909094,0.36363636363636365,0.8181818181818181,0.090909090909091,1346,1.4
12,Single Session,Open Set,erpcore p300,siamese,5,session_1,0.368421052631579,0.736842105263158,0.9473684210526316,0.16508917007073826,1346,1.4
13,Single Session,Open Set,erpcore p300,siamese,8,session_1,0.08823529411764708,0.5588235294117647,0.9117647058823529,0.0926941094388518,1346,1.4
14,Single Session,Open Set,erpcore p300,siamese,17,session_1,0.0,0.0,0.0,0.0001,1346,1.4
15,Single Session,Open Set,erpcore p300,siamese,19,session_1,0.07692307692307687,0.28205128205128205,0.8461538461538461,0.09414225941422594,1346,1.4
16,Single Session,Open Set,erpcore p300,siamese,22,session_1,0.0,0.11111111111111116,0.2962962962962963,0.021843207660083783,1346,1.4
17,Single Session,Open Set,erpcore p300,siamese,27,session_1,0.0,0.4814814814814815,0.6296296296296297,0.07407407407358954,1346,1.4
18,Single Session,Open Set,erpcore p300,siamese,34,session_1,0.11111111111111116,0.38888888888888884,0.6666666666666667,0.10284005979073244,1346,1.4
19,Single Session,Open Set,erpcore p300,siamese,36,session_1,0.0,0.0,0.0,0.0001,1346,1.4
20,Single Session,Open Set,erpcore p300,siamese,9,session_1,0.0,0.0,0.0,0.0001,1346,1.4
21,Single Session,Open Set,erpcore p300,siamese,10,session_1,0.125,0.5,0.75,0.125,1346,1.4
22,Single Session,Open Set,erpcore p300,siamese,12,session_1,0.0,0.0,0.0,0.0001,1346,1.4
23,Single Session,Open Set,erpcore p300,siamese,15,session_1,0.0,0.07894736842105265,0.3157894736842105,0.026315789473698,1346,1.4
24,Single Session,Open Set,erpcore p300,siamese,23,session_1,0.0,0.027027027027026973,0.16216216216216217,0.010263053009166998,1346,1.4
25,Single Session,Open Set,erpcore p300,siamese,25,session_1,0.0,0.28205128205128205,0.641025641025641,0.051282051281817356,1346,1.4
26,Single Session,Open Set,erpcore p300,siamese,31,session_1,0.0,0.0,0.025000000000000022,0.003486403028190059,1346,1.4
27,Single Session,Open Set,erpcore p300,siamese,32,session_1,0.02857142857142858,0.11428571428571432,0.1428571428571429,0.054260470224130185,1346,1.4
28,Single Session,Open Set,erpcore p300,siamese,37,session_1,0.0,0.027027027027026973,0.027027027027026973,0.023814268632921482,1346,1.4
29,Single Session,Open Set,erpcore p300,siamese,38,session_1,0.0,0.0,0.11764705882352944,0.006789137380191693,1346,1.4
30,Single Session,Open Set,erpcore p300,siamese,2,session_1,0.0,0.05128205128205132,0.3076923076923077,0.02564102564102569,1346,1.4
31,Single Session,Open Set,erpcore p300,siamese,4,session_1,0.09999999999999998,0.9333333333333333,0.9333333333333333,0.10000000000000264,1346,1.4
32,Single Session,Open Set,erpcore p300,siamese,7,session_1,0.0,0.02941176470588236,1.0,0.013056912189773747,1346,1.4
33,Single Session,Open Set,erpcore p300,siamese,11,session_1,0.28205128205128205,0.6153846153846154,0.8717948717948718,0.12920900577804345,1346,1.4
34,Single Session,Open Set,erpcore p300,siamese,13,session_1,0.033333333333333326,0.6333333333333333,0.7333333333333334,0.0676039485492073,1346,1.4
35,Single Session,Open Set,erpcore p300,siamese,21,session_1,0.11428571428571432,0.5428571428571429,0.6857142857142857,0.10125573051624477,1346,1.4
36,Single Session,Open Set,erpcore p300,siamese,28,session_1,0.10810810810810811,0.2432432432432432,0.4864864864864865,0.10810810810810827,1346,1.4
37,Single Session,Open Set,erpcore p300,siamese,35,session_1,0.09523809523809523,0.23809523809523814,0.38095238095238093,0.09523809523818676,1346,1.4
38,Single Session,Open Set,erpcore p300,siamese,39,session_1,0.0,0.0,0.0,0.0001,1346,1.4
39,Single Session,Open Set,erpcore p300,siamese,40,session_1,0.0,0.6578947368421053,0.9473684210526316,0.07581353563585547,1346,1.4
