,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Epochs_Interval
0,Single Session,Open Set,Spot Pilot P300 dataset,siamese,1,session_1,0.0,0.0008333333333333526,0.0033333333333332993,0.00166666666666676,12000,1.4
1,Single Session,Open Set,Spot Pilot P300 dataset,siamese,3,session_1,0.005555555555555536,0.01666666666666672,0.03888888888888886,0.015555555555580464,12000,1.4
2,Single Session,Open Set,Spot Pilot P300 dataset,siamese,7,session_1,0.0022222222222222365,0.0344444444444445,0.0922222222222222,0.02239448751076658,12000,1.4
3,Single Session,Open Set,Spot Pilot P300 dataset,siamese,2,session_1,0.0,0.0,0.0,0.0001,12000,1.4
4,Single Session,Open Set,Spot Pilot P300 dataset,siamese,6,session_1,0.0,0.0,0.0,0.0001,12000,1.4
5,Single Session,Open Set,Spot Pilot P300 dataset,siamese,10,session_1,0.0,0.0,0.0,0.0001,12000,1.4
6,Single Session,Open Set,Spot Pilot P300 dataset,siamese,13,session_1,0.0,0.0,0.0,0.0001,12000,1.4
7,Single Session,Open Set,Spot Pilot P300 dataset,siamese,5,session_1,0.0,0.0,0.0,0.0001,12000,1.4
8,Single Session,Open Set,Spot Pilot P300 dataset,siamese,9,session_1,0.0,0.0,0.0,0.0001,12000,1.4
9,Single Session,Open Set,Spot Pilot P300 dataset,siamese,12,session_1,0.0011111111111110628,0.0011111111111110628,0.0011111111111110628,0.0011111111111156275,12000,1.4
10,Single Session,Open Set,Spot Pilot P300 dataset,siamese,4,session_1,0.0,0.0,0.0,0.0001,12000,1.4
11,Single Session,Open Set,Spot Pilot P300 dataset,siamese,8,session_1,0.005555555555555536,0.025555555555555554,0.13555555555555554,0.017777777777777892,12000,1.4
12,Single Session,Open Set,Spot Pilot P300 dataset,siamese,11,session_1,0.0011111111111110628,0.015555555555555545,0.12444444444444447,0.014404991283604004,12000,1.4
