,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Epochs_Interval
0,Single Session,Open Set,Spot Pilot P300 dataset,siamese,1,session_1,0.0,0.0,0.0,0.0001,12000,1.5999999999999999
1,Single Session,Open Set,Spot Pilot P300 dataset,siamese,3,session_1,0.0,0.004444444444444473,0.00666666666666671,0.004771079915588587,12000,1.5999999999999999
2,Single Session,Open Set,Spot Pilot P300 dataset,siamese,7,session_1,0.0,0.005555555555555536,0.010000000000000009,0.0055555555555557,12000,1.5999999999999999
3,Single Session,Open Set,Spot Pilot P300 dataset,siamese,2,session_1,0.0,0.0,0.0,0.0001,12000,1.5999999999999999
4,Single Session,Open Set,Spot Pilot P300 dataset,siamese,6,session_1,0.0,0.0,0.0,0.0001,12000,1.5999999999999999
5,Single Session,Open Set,Spot Pilot P300 dataset,siamese,10,session_1,0.0,0.0,0.0,0.0001,12000,1.5999999999999999
6,Single Session,Open Set,Spot Pilot P300 dataset,siamese,13,session_1,0.0,0.0,0.0,0.0001,12000,1.5999999999999999
7,Single Session,Open Set,Spot Pilot P300 dataset,siamese,5,session_1,0.0,0.0,0.0,0.0001,12000,1.5999999999999999
8,Single Session,Open Set,Spot Pilot P300 dataset,siamese,9,session_1,0.0,0.0,0.0,0.0001,12000,1.5999999999999999
9,Single Session,Open Set,Spot Pilot P300 dataset,siamese,12,session_1,0.0011111111111110628,0.0011111111111110628,0.0011111111111110628,0.0011111111111156275,12000,1.5999999999999999
10,Single Session,Open Set,Spot Pilot P300 dataset,siamese,4,session_1,0.0,0.0,0.0,0.0001,12000,1.5999999999999999
11,Single Session,Open Set,Spot Pilot P300 dataset,siamese,8,session_1,0.0011111111111110628,0.0011111111111110628,0.0022222222222222365,0.0011927699788971484,12000,1.5999999999999999
12,Single Session,Open Set,Spot Pilot P300 dataset,siamese,11,session_1,0.0,0.0,0.0,0.0001,12000,1.5999999999999999
