,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Epochs_Interval
0,Single Session,Open Set,won 2022,siamese,3,session_1,0.0,0.0,0.030000000000000027,0.003431708991077557,11000,1.0
1,Single Session,Open Set,won 2022,siamese,7,session_1,0.010000000000000009,0.04500000000000004,0.365,0.02499999999991867,11000,1.0
2,Single Session,Open Set,won 2022,siamese,11,session_1,0.0,0.0050000000000000044,0.030000000000000027,0.004999999999999984,11000,1.0
3,Single Session,Open Set,won 2022,siamese,15,session_1,0.0,0.0,0.03500000000000003,0.001568781253064026,11000,1.0
4,Single Session,Open Set,won 2022,siamese,19,session_1,0.0,0.0050000000000000044,0.07499999999999996,0.00539268555740759,11000,1.0
5,Single Session,Open Set,won 2022,siamese,23,session_1,0.0050000000000000044,0.010000000000000009,0.030000000000000027,0.010000000000000012,11000,1.0
6,Single Session,Open Set,won 2022,siamese,31,session_1,0.0,0.0050000000000000044,0.06000000000000005,0.009608785175017159,11000,1.0
7,Single Session,Open Set,won 2022,siamese,35,session_1,0.0,0.0,0.010000000000000009,0.002353171879596039,11000,1.0
8,Single Session,Open Set,won 2022,siamese,39,session_1,0.0,0.0,0.0,0.0001,11000,1.0
9,Single Session,Open Set,won 2022,siamese,43,session_1,0.0050000000000000044,0.050000000000000044,0.18000000000000005,0.022355132856162366,11000,1.0
10,Single Session,Open Set,won 2022,siamese,47,session_1,0.0,0.04500000000000004,0.275,0.01658580057431429,11000,1.0
11,Single Session,Open Set,won 2022,siamese,51,session_1,0.010000000000000009,0.09499999999999997,0.385,0.040000000000000036,11000,1.0
12,Single Session,Open Set,won 2022,siamese,54,session_1,0.0,0.0,0.025000000000000022,0.0015937842414583125,11000,1.0
13,Single Session,Open Set,won 2022,siamese,55,session_1,0.015000000000000013,0.16500000000000004,0.5349999999999999,0.034999999999999996,11000,1.0
14,Single Session,Open Set,won 2022,siamese,2,session_1,0.0,0.0,0.015000000000000013,0.005000000000010907,11000,1.0
15,Single Session,Open Set,won 2022,siamese,6,session_1,0.0,0.0,0.0,0.0001,11000,1.0
16,Single Session,Open Set,won 2022,siamese,10,session_1,0.0,0.0,0.010000000000000009,0.0015687812530640261,11000,1.0
17,Single Session,Open Set,won 2022,siamese,13,session_1,0.0,0.125,0.385,0.030000000000000363,11000,1.0
18,Single Session,Open Set,won 2022,siamese,14,session_1,0.0050000000000000044,0.030000000000000027,0.135,0.02000196097656633,11000,1.0
19,Single Session,Open Set,won 2022,siamese,18,session_1,0.0,0.015000000000000013,0.15000000000000002,0.011139716803643927,11000,1.0
20,Single Session,Open Set,won 2022,siamese,22,session_1,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0049999999999999975,11000,1.0
21,Single Session,Open Set,won 2022,siamese,30,session_1,0.0,0.0,0.0,0.0001,11000,1.0
22,Single Session,Open Set,won 2022,siamese,34,session_1,0.0,0.0,0.010000000000000009,0.0023531718795960386,11000,1.0
23,Single Session,Open Set,won 2022,siamese,38,session_1,0.0,0.0,0.0050000000000000044,0.001960976566330032,11000,1.0
24,Single Session,Open Set,won 2022,siamese,41,session_1,0.0,0.0050000000000000044,0.08999999999999997,0.008824394548485145,11000,1.0
25,Single Session,Open Set,won 2022,siamese,42,session_1,0.0,0.0,0.020000000000000018,0.005784880870673597,11000,1.0
26,Single Session,Open Set,won 2022,siamese,46,session_1,0.0,0.0050000000000000044,0.015000000000000013,0.004999999999999984,11000,1.0
27,Single Session,Open Set,won 2022,siamese,50,session_1,0.0,0.0,0.0,0.0001,11000,1.0
