,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Epochs_Interval
0,Single Session,Open Set,Visual Speller LLP,siamese,3,session_1,0.0,0.0,0.0,0.0001,13102,2.0
1,Single Session,Open Set,Visual Speller LLP,siamese,7,session_1,0.0,0.0,0.0,0.0001,13102,2.0
2,Single Session,Open Set,Visual Speller LLP,siamese,13,session_1,0.0,0.0,0.0,0.0001,13102,2.0
3,Single Session,Open Set,Visual Speller LLP,siamese,2,session_1,0.0,0.0,0.0,0.0001,13102,2.0
4,Single Session,Open Set,Visual Speller LLP,siamese,6,session_1,0.0,0.0,0.0,0.0001,13102,2.0
5,Single Session,Open Set,Visual Speller LLP,siamese,12,session_1,0.0,0.0,0.0,0.0001,13102,2.0
6,Single Session,Open Set,Visual Speller LLP,siamese,1,session_1,0.0,0.0,0.0,0.0001,13102,2.0
7,Single Session,Open Set,Visual Speller LLP,siamese,5,session_1,0.0,0.0,0.0,0.0001,13102,2.0
8,Single Session,Open Set,Visual Speller LLP,siamese,9,session_1,0.0,0.0,0.0,0.0001,13102,2.0
9,Single Session,Open Set,Visual Speller LLP,siamese,4,session_1,0.0,0.0,0.0009920634920634885,0.0009920634920629243,13102,2.0
10,Single Session,Open Set,Visual Speller LLP,siamese,8,session_1,0.0,0.0,0.0,0.0001,13102,2.0
11,Single Session,Open Set,Visual Speller LLP,siamese,10,session_1,0.0,0.0,0.0,0.0001,13102,2.0
12,Single Session,Open Set,Visual Speller LLP,siamese,11,session_1,0.0,0.0009930486593843213,0.0019860973187686426,0.001986097318820531,13102,2.0
