,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Epochs_Interval
0,Single Session,Open Set,Visual Speller LLP,siamese,3,session_1,0.0009920634920634885,0.0009920634920634885,0.0009920634920634885,0.0009920634920709515,13102,1.2
1,Single Session,Open Set,Visual Speller LLP,siamese,7,session_1,0.0,0.0,0.0,0.0001,13102,1.2
2,Single Session,Open Set,Visual Speller LLP,siamese,13,session_1,0.0009920634920634885,0.0009920634920634885,0.0029761904761904656,0.00198412698412722,13102,1.2
3,Single Session,Open Set,Visual Speller LLP,siamese,2,session_1,0.0,0.0,0.0,0.0009085127646043381,13102,1.2
4,Single Session,Open Set,Visual Speller LLP,siamese,6,session_1,0.0,0.0,0.0,0.0001,13102,1.2
5,Single Session,Open Set,Visual Speller LLP,siamese,12,session_1,0.0,0.0,0.0,0.0001,13102,1.2
6,Single Session,Open Set,Visual Speller LLP,siamese,1,session_1,0.0,0.0,0.0,0.0001,13102,1.2
7,Single Session,Open Set,Visual Speller LLP,siamese,5,session_1,0.0,0.0,0.0,0.0001,13102,1.2
8,Single Session,Open Set,Visual Speller LLP,siamese,9,session_1,0.0,0.0,0.0,0.0001,13102,1.2
9,Single Session,Open Set,Visual Speller LLP,siamese,4,session_1,0.0009920634920634885,0.0029761904761904656,0.0029761904761904656,0.002976190476215705,13102,1.2
10,Single Session,Open Set,Visual Speller LLP,siamese,8,session_1,0.0,0.0,0.0,0.0001,13102,1.2
11,Single Session,Open Set,Visual Speller LLP,siamese,10,session_1,0.0,0.0,0.0,0.0001,13102,1.2
12,Single Session,Open Set,Visual Speller LLP,siamese,11,session_1,0.0,0.0009930486593843213,0.0049652432969214955,0.0036657938586050942,13102,1.2
