,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Epochs_Interval
0,Single Session,Open Set,COG-BCI Flanker,siamese,5,session_1,0.0,0.23404255319148937,0.5531914893617021,0.03971730041807685,1317,1.2
1,Single Session,Open Set,COG-BCI Flanker,siamese,6,session_1,0.07999999999999996,0.36,0.6,0.079999999999963,1317,1.2
2,Single Session,Open Set,COG-BCI Flanker,siamese,11,session_1,0.17500000000000004,0.875,1.0,0.14782348839525852,1317,1.2
3,Single Session,Open Set,COG-BCI Flanker,siamese,16,session_1,0.30000000000000004,0.8333333333333334,0.8666666666666667,0.11748552027161974,1317,1.2
4,Single Session,Open Set,COG-BCI Flanker,siamese,17,session_1,0.0,0.0,0.0,0.0001,1317,1.2
5,Single Session,Open Set,COG-BCI Flanker,siamese,22,session_1,0.1777777777777778,0.7333333333333334,1.0,0.13333333333333364,1317,1.2
6,Single Session,Open Set,COG-BCI Flanker,siamese,28,session_1,0.3921568627450981,0.8823529411764706,1.0,0.17951020000997556,1317,1.2
7,Single Session,Open Set,COG-BCI Flanker,siamese,10,session_1,0.574468085106383,0.9148936170212766,0.9574468085106383,0.27877276128710404,1317,1.2
8,Single Session,Open Set,COG-BCI Flanker,siamese,14,session_1,0.0,0.0,0.0,0.0001,1317,1.2
9,Single Session,Open Set,COG-BCI Flanker,siamese,15,session_1,0.7872340425531915,1.0,1.0,0.3483973720883934,1317,1.2
10,Single Session,Open Set,COG-BCI Flanker,siamese,18,session_1,0.3392857142857143,0.8928571428571429,0.9642857142857143,0.14285714285678736,1317,1.2
11,Single Session,Open Set,COG-BCI Flanker,siamese,19,session_1,0.6578947368421053,1.0,1.0,0.26347574366140947,1317,1.2
12,Single Session,Open Set,COG-BCI Flanker,siamese,23,session_1,0.36111111111111116,0.9444444444444444,1.0,0.18116591928251122,1317,1.2
13,Single Session,Open Set,COG-BCI Flanker,siamese,25,session_1,0.8431372549019608,1.0,1.0,0.32159203980099504,1317,1.2
14,Single Session,Open Set,COG-BCI Flanker,siamese,1,session_1,0.5263157894736843,1.0,1.0,0.2105263157894737,1317,1.2
15,Single Session,Open Set,COG-BCI Flanker,siamese,4,session_1,0.4375,1.0,1.0,0.15624999999999997,1317,1.2
16,Single Session,Open Set,COG-BCI Flanker,siamese,7,session_1,0.5964912280701755,0.8947368421052632,1.0,0.2161057092994266,1317,1.2
17,Single Session,Open Set,COG-BCI Flanker,siamese,9,session_1,0.3928571428571429,0.8928571428571429,0.9642857142857143,0.20074534988187537,1317,1.2
18,Single Session,Open Set,COG-BCI Flanker,siamese,13,session_1,0.021276595744680882,0.21276595744680848,0.21276595744680848,0.08121726116238465,1317,1.2
19,Single Session,Open Set,COG-BCI Flanker,siamese,21,session_1,0.07692307692307687,0.8076923076923077,0.8846153846153846,0.09718864267588466,1317,1.2
