,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Epochs_Interval
0,Single Session,Open Set,COG-BCI Flanker,siamese,5,session_1,0.0,0.574468085106383,0.8085106382978724,0.04255319148936162,1317,2.0
1,Single Session,Open Set,COG-BCI Flanker,siamese,6,session_1,0.12,0.92,1.0,0.11701915403032721,1317,2.0
2,Single Session,Open Set,COG-BCI Flanker,siamese,11,session_1,0.30000000000000004,0.825,0.9,0.15000000000000074,1317,2.0
3,Single Session,Open Set,COG-BCI Flanker,siamese,16,session_1,0.050000000000000044,0.2666666666666667,0.9666666666666667,0.07575305696391292,1317,2.0
4,Single Session,Open Set,COG-BCI Flanker,siamese,17,session_1,0.0,0.0,0.0,0.0001,1317,2.0
5,Single Session,Open Set,COG-BCI Flanker,siamese,22,session_1,0.0888888888888889,0.4444444444444444,0.8222222222222222,0.08888888888888896,1317,2.0
6,Single Session,Open Set,COG-BCI Flanker,siamese,28,session_1,0.1568627450980392,0.7450980392156863,0.9215686274509804,0.13725490196078272,1317,2.0
7,Single Session,Open Set,COG-BCI Flanker,siamese,10,session_1,0.5531914893617021,0.7872340425531915,0.8723404255319149,0.2299627213420317,1317,2.0
8,Single Session,Open Set,COG-BCI Flanker,siamese,14,session_1,0.03389830508474578,0.44067796610169496,0.9661016949152542,0.06910305628957472,1317,2.0
9,Single Session,Open Set,COG-BCI Flanker,siamese,15,session_1,0.6595744680851063,0.9148936170212766,0.9148936170212766,0.2752339239498308,1317,2.0
10,Single Session,Open Set,COG-BCI Flanker,siamese,18,session_1,0.3571428571428571,0.9642857142857143,0.9642857142857143,0.17857142857142866,1317,2.0
11,Single Session,Open Set,COG-BCI Flanker,siamese,19,session_1,0.5,0.8421052631578947,0.8947368421052632,0.3107502241705689,1317,2.0
12,Single Session,Open Set,COG-BCI Flanker,siamese,23,session_1,0.8333333333333334,1.0,1.0,0.3254966556853349,1317,2.0
13,Single Session,Open Set,COG-BCI Flanker,siamese,25,session_1,0.6470588235294117,0.9215686274509804,1.0,0.25490196078402483,1317,2.0
14,Single Session,Open Set,COG-BCI Flanker,siamese,1,session_1,0.4473684210526315,0.8947368421052632,1.0,0.1986923537632262,1317,2.0
15,Single Session,Open Set,COG-BCI Flanker,siamese,4,session_1,0.5,1.0,1.0,0.14093043391388324,1317,2.0
16,Single Session,Open Set,COG-BCI Flanker,siamese,7,session_1,0.5614035087719298,0.9298245614035088,0.9649122807017544,0.1978106075730352,1317,2.0
17,Single Session,Open Set,COG-BCI Flanker,siamese,9,session_1,0.4642857142857143,0.8392857142857143,0.9642857142857143,0.16071428571429117,1317,2.0
18,Single Session,Open Set,COG-BCI Flanker,siamese,13,session_1,0.021276595744680882,0.5319148936170213,0.8297872340425532,0.08510638297890386,1317,2.0
19,Single Session,Open Set,COG-BCI Flanker,siamese,21,session_1,0.1923076923076923,0.7307692307692308,0.8846153846153846,0.10076957673279696,1317,2.0
20,Single Session,Open Set,COG-BCI Flanker,siamese,29,session_1,0.125,0.625,0.875,0.10416666666666538,1317,2.0
21,Single Session,Open Set,COG-BCI Flanker,siamese,2,session_1,0.2678571428571429,0.5892857142857143,0.6785714285714286,0.14659373446046745,1317,2.0
22,Single Session,Open Set,COG-BCI Flanker,siamese,3,session_1,0.0,0.574468085106383,0.7021276595744681,0.05673900059725264,1317,2.0
23,Single Session,Open Set,COG-BCI Flanker,siamese,8,session_1,0.0,0.33333333333333337,0.5555555555555556,0.044444444444444446,1317,2.0
24,Single Session,Open Set,COG-BCI Flanker,siamese,12,session_1,0.7647058823529411,1.0,1.0,0.15070102216779546,1317,2.0
25,Single Session,Open Set,COG-BCI Flanker,siamese,20,session_1,0.0,0.30000000000000004,0.4,0.05325207313417924,1317,2.0
26,Single Session,Open Set,COG-BCI Flanker,siamese,24,session_1,0.0,0.2954545454545454,0.31818181818181823,0.024600811367133636,1317,2.0
27,Single Session,Open Set,COG-BCI Flanker,siamese,26,session_1,0.8518518518518519,1.0,1.0,0.23997606223818072,1317,2.0
28,Single Session,Open Set,COG-BCI Flanker,siamese,27,session_1,0.0,0.4285714285714286,0.5535714285714286,0.07142857142852253,1317,2.0
29,Single Session,Open Set,COG-BCI Flanker,siamese,1,session_2,0.0,0.02631578947368418,0.052631578947368474,0.026315789473983126,1459,2.0
30,Single Session,Open Set,COG-BCI Flanker,siamese,9,session_2,0.018181818181818188,0.18181818181818177,0.8545454545454545,0.05454545454545452,1459,2.0
31,Single Session,Open Set,COG-BCI Flanker,siamese,13,session_2,0.17647058823529416,0.8823529411764706,0.9607843137254902,0.10899692860888456,1459,2.0
32,Single Session,Open Set,COG-BCI Flanker,siamese,14,session_2,0.0,0.0,0.0,0.0001,1459,2.0
33,Single Session,Open Set,COG-BCI Flanker,siamese,15,session_2,0.0,0.0,0.045454545454545414,0.0031932940824269036,1459,2.0
34,Single Session,Open Set,COG-BCI Flanker,siamese,17,session_2,0.0,0.0,0.0,0.0001,1459,2.0
35,Single Session,Open Set,COG-BCI Flanker,siamese,19,session_2,0.0,0.0,0.01666666666666672,0.003280644199224575,1459,2.0
36,Single Session,Open Set,COG-BCI Flanker,siamese,2,session_2,0.05555555555555558,0.16666666666666663,0.2407407407407407,0.06793991843230876,1459,2.0
37,Single Session,Open Set,COG-BCI Flanker,siamese,4,session_2,0.12962962962962965,0.6111111111111112,0.7962962962962963,0.12941410524221625,1459,2.0
38,Single Session,Open Set,COG-BCI Flanker,siamese,5,session_2,0.0,0.05128205128205132,0.1282051282051282,0.02564102564057247,1459,2.0
39,Single Session,Open Set,COG-BCI Flanker,siamese,7,session_2,0.051724137931034475,0.1724137931034483,0.24137931034482762,0.08193298200258527,1459,2.0
40,Single Session,Open Set,COG-BCI Flanker,siamese,21,session_2,0.0,0.0,0.0,0.0001,1459,2.0
41,Single Session,Open Set,COG-BCI Flanker,siamese,24,session_2,0.0,0.0,0.024390243902439046,0.006274900398406375,1459,2.0
42,Single Session,Open Set,COG-BCI Flanker,siamese,29,session_2,0.07017543859649122,0.7894736842105263,0.8947368421052632,0.09146868969188794,1459,2.0
43,Single Session,Open Set,COG-BCI Flanker,siamese,6,session_2,0.48,0.92,1.0,0.17098962490023942,1459,2.0
44,Single Session,Open Set,COG-BCI Flanker,siamese,8,session_2,0.2264150943396226,0.6981132075471699,0.9245283018867925,0.1387461971971473,1459,2.0
45,Single Session,Open Set,COG-BCI Flanker,siamese,10,session_2,0.0,0.06779661016949157,0.10169491525423724,0.03389830508474575,1459,2.0
46,Single Session,Open Set,COG-BCI Flanker,siamese,16,session_2,0.0,0.03389830508474578,0.15254237288135597,0.0169491525419355,1459,2.0
47,Single Session,Open Set,COG-BCI Flanker,siamese,20,session_2,0.0,0.3157894736842105,0.5789473684210527,0.05263157894736845,1459,2.0
