,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,Epochs_Interval
0,Single Session,Open Set,mantegna 2019,siamese,4,session_1,0.011111111111111072,0.1333333333333333,0.4444444444444444,0.03498860144712063,2789,2.0
1,Single Session,Open Set,mantegna 2019,siamese,8,session_1,0.0,0.18888888888888888,0.8555555555555556,0.023887402121122017,2789,2.0
2,Single Session,Open Set,mantegna 2019,siamese,12,session_1,0.033333333333333326,0.7,0.8,0.0745172333565992,2789,2.0
3,Single Session,Open Set,mantegna 2019,siamese,16,session_1,0.0,0.011111111111111072,0.0888888888888889,0.011111111111111183,2789,2.0
4,Single Session,Open Set,mantegna 2019,siamese,20,session_1,0.0,0.022222222222222254,0.07777777777777772,0.020616513033997422,2789,2.0
5,Single Session,Open Set,mantegna 2019,siamese,24,session_1,0.3111111111111111,0.6333333333333333,0.8222222222222222,0.20000000000004478,2789,2.0
6,Single Session,Open Set,mantegna 2019,siamese,28,session_1,0.0,0.0444444444444444,0.7444444444444445,0.012694145758661887,2789,2.0
7,Single Session,Open Set,mantegna 2019,siamese,30,session_1,0.0,0.1333333333333333,0.38888888888888884,0.041233026067994845,2789,2.0
8,Single Session,Open Set,mantegna 2019,siamese,5,session_1,0.011111111111111072,0.33333333333333337,0.6888888888888889,0.03657448706512043,2789,2.0
9,Single Session,Open Set,mantegna 2019,siamese,9,session_1,0.0,0.022222222222222254,0.8666666666666667,0.0112003171771236,2789,2.0
10,Single Session,Open Set,mantegna 2019,siamese,13,session_1,0.0,0.033333333333333326,0.06666666666666665,0.014272970561998216,2789,2.0
11,Single Session,Open Set,mantegna 2019,siamese,15,session_1,0.1444444444444445,0.9333333333333333,1.0,0.11106133014735166,2789,2.0
12,Single Session,Open Set,mantegna 2019,siamese,17,session_1,0.0,0.21111111111111114,0.7888888888888889,0.047640382317801676,2789,2.0
13,Single Session,Open Set,mantegna 2019,siamese,21,session_1,0.0444444444444444,0.5444444444444445,0.9555555555555556,0.07939339875111508,2789,2.0
14,Single Session,Open Set,mantegna 2019,siamese,25,session_1,0.011111111111111072,0.05555555555555558,0.30000000000000004,0.033333333333687404,2789,2.0
15,Single Session,Open Set,mantegna 2019,siamese,29,session_1,0.0,0.0,0.011111111111111072,0.0015858856179998017,2789,2.0
16,Single Session,Open Set,mantegna 2019,siamese,2,session_1,0.011111111111111072,0.011111111111111072,0.011111111111111072,0.011111111111111056,2789,2.0
17,Single Session,Open Set,mantegna 2019,siamese,6,session_1,0.07777777777777772,0.12222222222222223,0.23333333333333328,0.08107840222023988,2789,2.0
18,Single Session,Open Set,mantegna 2019,siamese,10,session_1,0.033333333333333326,0.0444444444444444,0.21111111111111114,0.03333333333333359,2789,2.0
19,Single Session,Open Set,mantegna 2019,siamese,14,session_1,0.011111111111111072,0.05555555555555558,0.3555555555555555,0.033333333333336025,2789,2.0
20,Single Session,Open Set,mantegna 2019,siamese,18,session_1,0.011111111111111072,0.09999999999999998,0.15555555555555556,0.0333333333333333,2789,2.0
21,Single Session,Open Set,mantegna 2019,siamese,22,session_1,0.0,0.0,0.09999999999999998,0.00951531370799881,2789,2.0
22,Single Session,Open Set,mantegna 2019,siamese,26,session_1,0.0,0.0,0.07777777777777772,0.004786120251271313,2789,2.0
23,Single Session,Open Set,mantegna 2019,siamese,31,session_1,0.0,0.2247191011235955,0.3932584269662921,0.04494382022471914,2789,2.0
24,Single Session,Open Set,mantegna 2019,siamese,1,session_1,0.0,0.0,0.0,0.0001,2789,2.0
25,Single Session,Open Set,mantegna 2019,siamese,3,session_1,0.0,0.0,0.0,0.0001,2789,2.0
26,Single Session,Open Set,mantegna 2019,siamese,7,session_1,0.05555555555555558,0.34444444444444444,0.6555555555555556,0.07777777777751675,2789,2.0
27,Single Session,Open Set,mantegna 2019,siamese,11,session_1,0.0,0.0,0.0,0.0001,2789,2.0
28,Single Session,Open Set,mantegna 2019,siamese,19,session_1,0.0,0.09999999999999998,0.2222222222222222,0.027752998314996533,2789,2.0
29,Single Session,Open Set,mantegna 2019,siamese,23,session_1,0.0,0.0,0.011111111111111072,0.009217960154623847,2789,2.0
30,Single Session,Open Set,mantegna 2019,siamese,27,session_1,0.0,0.011111111111111072,0.05555555555555558,0.011111111111110196,2789,2.0
